equipo,No.,Objetivo,Tema,Descripción del proyecto,¿Cuál es el cambio que quieres alcanzar al final del proceso?,¿Por qué es relevante financiar el proyecto en este momento?,FINAL,Comentarios,Equipo,"¿Los objetivos son relevantes para el FRR y para Pulsante, y son posibles de alcanzar?__1"
1,61,"O objetivo deste projeto é desenvolver campanha nacional de conscientização no combate à violência sexual contra crianças e mulheres, e para o reconhecimento de seus direitos. Terá como eixos a educação para a violência não acontecer; conhecimento da lei para denunciar e se proteger; e acesso ao serviço de saúde para não sofrer e não morrer. Nesse propósito agiremos nas 3 pontas contra a violência sexual: estigma, acesso e atendimento.
 Segundo o 13º Anuário Brasileiro de Segurança Pública, foram 66 mil casos de estupro no Brasil em 2018 (o dado mais recente que temos). Mais de 35 mil foram cometidos contra meninas de até 13 anos de idade. A cada hora, 4 meninas de até 13 anos é estuprada no Brasil e o perfil do agressor é de alguém muito próximo da vítima e da família. Segundo o Ministério da Saúde, entre 2011 e 2016 o país registrou 4.262 casos de estupro em adolescentes que resultaram em gravidez e nascimento. 
 Tais números demonstram uma naturalização da violência sexual e o reforço dessa quando, mesmo tendo direito ao aborto legal, essas crianças e mulheres são obrigadas a levarem a gravidez adiante e não denunciarem seus abusadores. Outro fator que contribui para o agravamento dessa realidade é a política conservadora do atual governo, que não tendo os direitos sexuais e reprodutivos das mulheres em sua plataforma, tem desmontado a pouca estrutura existente, ignorando evidências científicas, impedindo a autonomia das mulheres sobre o próprio corpo e o planejamento familiar. 
 Em plena pandemia, diante do aumento em 44,9% das notificações de violência doméstica, o Programa de Saúde da Mulher tem seus projetos, recursos e pessoal reduzidos. Recentemente dados da Universidade Johns Hopkins divulgou que oito em cada dez grávidas e puérperas que morreram de coronavírus em todo o mundo eram brasileiras. As políticas públicas em prática no país atualmente não reconhecem as principais causas de mortalidade materna no Brasil: o aborto inseguro ocupa a 5ª posição —sendo as mulheres negras as principais vítimas. Além disso, despreza os métodos contraceptivos e promove desinformação sobre o aborto previsto em lei e sua importância para a saúde pública, num projeto de desmontar esses serviços. Está tramitando no Congresso Nacional um projeto de lei que propõe endurecer ainda mais o acesso ao aborto legal no país. 
 Diante disso, é urgente juntarmos forças na defesa da dignidade de crianças e mulheres com os profissionais da saúde, como a Rede de Médicos e Médicas Populares e Rede Médica pelo Direito de Decidir; do judiciário como o Núcleo Especializado de Promoção e Defesa dos Direitos da Mulher – NUDEM e Associação de Juízes pela Democracia; e as organizações feministas como Católicas pelo Direito de Decidir que há 26 anos vem promovendo mudanças de padrões culturais e religiosos, afirmando os direitos sexuais e os direitos reprodutivos como Direitos Humanos, para garantir a autonomia e a liberdade das mulheres, e Milhas pela Vida das Mulheres, que desde 2019 proporciona auxílio financeiro para que mulheres empobrecidas tenham acesso ao aborto legal no Brasil.",Equidad de género,Campanha de conscientização no combate à violência sexual contra crianças e mulheres.,"Conscientizar a população em geral sobre as violências sofridas por meninas e mulheres e formas de denunciar essa violência. Alcançar profissionais de saúde de hospitais credenciados para atendimento de casos de violência sexual para auxiliar no atendimento e no entendimento da lei e formas empáticas de lidar com pessoas em situação de violência. Possibilitar o aumento da quantidade de meninas violentadas sexualmente e que engravidam, tenham acesso ao aborto legal, hoje o percentual é de 5%. O propósito é divulgar amplamente esse direito, negligenciado no Brasil, e disponibilizar formação aos profissionais de saúde para enfrentar situações difíceis, seguindo a lei.","Neste mês de agosto repercutiu no Brasil o caso de uma menina de 10 anos, abusada há quatro anos, ter recorrido a uma autorização judicial para realizar o aborto, mesmo seu caso atendendo a duas situações amparadas em lei: gravidez decorrente de estupro e risco de morte para a mulher. Após conseguir essa liminar, houve recusa de 2 hospitais para realizar o procedimento, precisando que ela se deslocasse para outro Estado, resultando em mais exposição, demora no atendimento e maior sofrimento. Apesar do pedido de sigilo, o nome da criança e do hospital foram divulgados e fundamentalistas se aglomeravam na frente da unidade de saúde chamando essa menina e a equipe médica de assassinos enquanto rezavam um terço. Esse caso reforçou a necessidade de contrapor a desinformação técnica, jurídica e religiosa. Essa criança conseguiu exercer o seu direito, mas precisará mudar de nome e endereço. E infelizmente, ela é uma exceção nas estatísticas, pois no ano de 2018, 21.172 dos partos no Brasil foram de crianças entre 10 e 13 anos, o que nos faz perceber que há uma naturalização do estupro no país. Crianças não são mães, sendo urgente difundir informação para a população em geral, para os profissionais de saúde e para os operadores do direito.",NO,"Hace unas semanas hubo una discusión fuerte sobre aborto en Brasil, el tema está en la agenda. A pesar que es de un grupo religioso y desconozco si tienen experiencia en acciones urgentes/rápidas.",NA,NA
1,62,Reconocer el aumento de la violencia de género en línea contra mujeres y población LGBTIQ+ mediante la apertura de datos y la creación de capacidades para el abordaje integral de políticas públicas con enfoque de género,Identidad de género,Monitorear conductas enmarcadas dentro de la violencia de género en línea,"Quiero que el ciudadano centroamericano reconozca la violencia en línea y sus variantes como un tipo de violencia de género, vean la gravedad del problema y se tomen acciones concretas como propuestas de políticas públicas con enfoque de género y la defensa de víctimas en las plataformas","La violencia de género en línea hacía mujeres y población LGBTIQ+ es un tema incipiente en la región, sin estadísticas oficiales que nos permitan conocer el problema, y mucho menos políticas públicas orientadas a evitar estas conductas mediante la creación de capacidades de los ciudadanos.",NO,"Es más una investigación sobre violencia de género en línea (especialmente LGTBI+), sin eje de incidencia o campaña. No existe ventana de oportunidad. Muy amplio.",NA,NA
1,63,"Soy magister en Derechos Humanos DD.HH. especialista en Gerencia Social, profesional en psicología y comunicación social. En nuestro territorio es común la vulneración de los Derechos Humanos en la población, problemática que se acentúa por el desconocimiento de la población a lo que son sus derechos fundamentales acentuada por la manipulación política que utiliza el miedo como instrumento de control poblacional. Los objetivos del proyecto se centra en: 1- mediante el mecanismo de formador de formadores fortalecer el liderazgo de los dignatarios de las 35 juntas de acción comunal. 2- hacer promoción de los derechos fundamentales consagrados en la Constitución Política Nacional, mediante talleres presenciales, campañas radiales en la emisora comunitaria, y la entrega de una cartilla por asistente. 3- impulsar mecanismos de participación política alternativos, como herramienta que les permita entender la manipulación mediática del modelo económico y político que controla a la comunidad por 200 años de vida republicana.",Incidencia política,"1- mediante el mecanismo de formador de formadores fortalecer el liderazgo de los dignatarios de las 35 juntas de acción comunal. 2- hacer promoción de los derechos fundamentales consagrados en la Constitución Política Nacional, mediante talleres presenciales, campañas radiales en la emisora comunitaria, y la entrega de una cartilla por asistente. 3- impulsar mecanismos de participación política alternativos, como herramienta que les permita entender la manipulación mediática del modelo económico y político que controla a la comunidad por 200 años de vida republicana.","Formar líderes que formen a sus comunidades en modelos organizacionales alternativos, como herramienta de accesibilidad que garantice los derechos fundamentales en la comunidad.","Porque la única herramienta que puede transformar integralmente a la comunidad hacia un modelo económico sostenible y amigable con el medio ambiente, es el conocimiento objetivo libre de las sesgos impuestos por el modelo económico neo liberal.",NO,No existe ventana de oportunidad. El objetivo está desarrollado conforme el CV de la postulante y no es claro a quién representa. Es más desarrollo de capacidades que campaña. Muy amplia.,NA,NA
1,64,"Actualmente tenemos online un relevamiento para comprender cuáles son los lugares que no tienen acceso a internet o tienen acceso deficitario, que nos permite conocer las historias de las personas y comunidades para incidir en la solución. Con este proceso buscamos lograr que 3 comunidades rurales/asentamientos informales de Argentina cuenten con acceso a internet",Derechos digitales,"A través de www.acanohayinternet.org descubrimos historias de comunidades que no pueden acceder a derechos como la educación, salud, comunicación por falta o déficit en el acceso a internet. Realizaremos tres campañas de movilización social a través de Change.org para que tres comunidades rurales/asentamientos informales de Argentina puedan acceder a internet. Las estrategias serán diferentes según el caso, utilizando la presión pública para que empresas privadas o gobiernos se involucren. Cada caso generará evidencia que se subirá a la plataforma para que la acción pueda ser replicada por las otras personas que suben reportes de falta de internet en la región.","De manera amplia, buscamos disminuir la brecha digital en América Latina. Específicamente al final del proceso esperamos que 3 comunidades cuenten con la posibilidad de acceder a internet para continuar sus procesos educativos, la realización de tramites, el acceso a información y comunicación.","Ante la pandemia de COVID-19 y las medidas de aislamiento social obligatorio, se dispuso que la escolaridad y la mayoría de los trámites continuaran por vías virtuales. Estas medidas pusieron en evidencia la situación de desigualdad que atraviesan las comunidades rurales y asentamientos informales, particularmente en lo que se refiere a un acceso a internet sumamente deficitario. En este contexto, contar con conexión a internet resulta una precondición para poder acceder a otros derechos, como a la educación, la salud, a realizar trámites y reclamos, a la información, a la cultura e incluso a vincularse con otras personas.
 “Acá no hay internet” es un proyecto que tiene por objetivo evidenciar el problema de acceso a internet en la región e incidir en acciones que garanticen que más personas cuenten con este derecho. Esta iniciativa es impulsada por un conjunto de organizaciones sociales que trabajamos para disminuir la brecha digital, impulsar la igualdad de derechos, el acceso a la información, mejorando la calidad de vida y las condiciones de desarrollo de distintas poblaciones.
 La problemática de acceso a internet se encuentra en agenda pública debido al Decreto 690/2020 que establece internet como un servicio público en Argentina, y la plataforma Acá No Hay Internet ha sido mencionada en diversos medios masivos de comunicación masivos (Ejemplo: https://drive.google.com/file/d/1S_KQlzkuykWNg2rcXu53d-sHNxH0Gsps/view?usp=sharing), más de 10 organizaciones de la región se sumaron al movimiento, por lo que la oportunidad de presentar propuestas concretas para cambiar esta realidad es ahora, la opinión pública está disponible para apoyar esta necesidad.",SI,"La brecha digital no se reduce a través de campañas o páginas de internet donde la gente sin internet va a compartir su historia de la vida sin internet. Como campaña puede ser interesante para visibilizar la brecha. No hay claridad de ""como van a generar el acceso"".",NA,NA
1,65,"Participación, formación",,"Participación, formación",un territorio conectado,la falta de conectividad y de espacio de informacion,NO,Sobrepasa el tiempo (24 meses) y no hay suficiente información para evaluar.,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,,NA,NA,NA,NA,NA,NA,NA
NA,1,Manter o funcionamento do portal voltado para empoderamento de pessoas LGBT+,Identidad de género,"Damos voz e visibilidade para pautas de interesse a minorias, sejam políticas, culturais ou legislativas",Atualmente atingimos cerca de 500 pessoas por mês. Queremos que as informações cheguem a pelo menos 1 milhão de pessoas por mês,"Fornecer conhecimento, entretenimento e informação é a melhor maneira de empoderar LGBTs",NA,NA,2,NA
NA,2,Garantir com que pessoas negras tenham acesso a informação e recursos tecnológicos para acessarem o mercado de trabalho em meio a pandemia do coronavírus e seu processos e desdobramentos.,Derechos pueblos indígenas,"Conectamos pessoas negras a oportunidade por meio de uma formação técnica a vista de garantir trabalho, emprego e renda. Cumprindo assim uma meta de direitos humanos e reduzindo desigualdades.",Mobilidade na piramide Social.,"Pessoas negras náo dispõem normalmente de ferramentas adequadas para acessar o mercado de trabalho, por isso, eles sempre estão perfilando no chao de fábrica das mais variadas organizações. Financiar nosso projeto garante que jovens talentos possam aprender de forma acolhedora, livre de racismo,as competências que irão qualificar para o mercado de trabalho carente de diversidade.",NA,NA,2,NA
NA,3,"Mobilizar pessoas a:
1. imaginarem o futuro pós pandemia como ação política
2. gravarem vídeos com suas propostas dentro dos 5 eixos
3. transformarem as propostas em campanhas e ações concretas através de um processo colaborativo nos Laboratórios Sociais Liberte o Futuro (em setembro, outubro e novembro)
O Laboratório Liberte o Futuro é uma jornada de 12 encontros online (1x por semana, durante 3 meses) que, a partir do entendimento sistêmico dos problemas, objetiva fomentar ideias, ações e protótipos que promovam a cultura em rede, novas incidências na vida coletiva, pautas interativistas, possibilitando a ampliação e fortalecimento de vínculos e a criação de estratégias de convergência entre pessoas que protagonizam inovações. Ou seja, é uma proposta fundamentada para colocar em prática e protagonismo as ideias recebidas nos vídeos na do #LiberteoFuturo pelos próprios proponentes. Um convite para pensar e criar um novo futuro.",Nueva normalidad,"Liberte o Futuro é um movimento criado por pessoas que acreditam que é preciso usar a suspensão das atividades econômicas imposta pelo coronavírus para voltar a imaginar um futuro onde possamos e queiramos viver - acabar com todas as formas de desigualdade, impedir a destruição da Amazônia e garantir um planeta para as futuras gerações de humanos e não humanos. Para isso, as ideias precisam circular, imaginar é um ato político, já é começar a criar o futuro. A partir da circulação das ideias, os Laboratórios Sociais serão o espaço de elaborar campanhas e ações para executá-las no presente.","Inspirar a sociedade a enxergar um mundo para além do capitalismo que destrói o planeta e gera abismos de desigualdade, imaginando e executando ideias práticas no presente para libertar o futuro pós pandemia. 
 Formação de uma rede de pessoas e coletivos interessados em conversar e atuar, seja local ou globalmente no enfrentamento às crises profundas que estamos vivenciando. Pelo menos 50 mil pessoas impactadas pelos vídeos e no mínimo 30 campanhas/ações/ideias/iniciativas/projetos sendo executados a partir dos Laboratórios Sociais.","É preciso existir um mundo para os humanos e suas futuras gerações – e também para todos os seres não humanos que habitam a Terra. As pessoas precisam se juntar em torno dessa urgência. Se a sociedade não se mover agora, haverá apenas um futuro hostil, num planeta devorado pelo capitalismo e pela crise climática causada por um modo de produção incompatível com a vida. A destruição da natureza, da qual a maioria dos humanos tragicamente se descolou, provocará cada vez mais pandemias e está levando a única casa que temos ao superaquecimento. O movimento foi lançado por pessoas que não querem ser abatidos como gado, e sim, seja no campo ou na cidade, querem viver como floresta. Em pé – e lutar.
 A janela de oportunidade oferecida pela paralisação econômica imposta pelo coronavírus é agora, a imaginação precisa fluir e as ações e campanhas começarem a ser planejadas e executadas para libertarmos o futuro pós pandemia! Essa rede precisa começar a ser tecida já!",SI,Imaginar el futuro post pandemia (videos). La descripción del proyecto es bastante amplica. En qué se utilizará concretamente el dinero? Cómo se coorinan las instituciones?,2,NA
NA,4,"O Conselho Municipal da Criança e do Adolescente do Município de Encruzilhada do Sul, tem como responsabilidade apoiar os projetos sociais na cidade, em que trabalhe com nosso público alvo. Onde temos duas Instituições inscritas, onde é realizado o repasse de acordo com os projetos que cada uma oferece, por solicitação através de edital.",Educación ,"Nossos projetos cadastrados trabalham com oficinas de música, inclui orquestra da vila, capoeira, esporte, artesanato, reciclagem, horta, educação especial, judô, culinária, entre outros.",Buscando recursos para ampliar o atendimento já realizado há cerca de 200 crianças e adolescentes de nossa comunidade.,"Com a questão da pandemia ter agravado consideravelmente os valores recebidos através de doações, estamos buscando recursos para seguir auxiliando os projetos existentes.",NA,NA,2,NA
NA,5,"Promover o auto monitoramento da produção pesqueiras, em comunidades tradicionais, no nordeste do Brasil.",Derechos pueblos indígenas,"quantificação e qualificação da produção pesqueira artesanal, para subsidio nos processo de dialogo para implementação de politicas de gestão para a pesca artesanal.",Comunidade envolvida com conhecimento sobre o quantitativo de pescado produzido e sua importancia para a seguridade alimentar na região.,Os ultimos dados estaitico produzido pelo estado pbrasileiro sobre a produção pesqueira é de 2007. desde então não tem informações sobre a produção da pesca artesanal. a proposta desse projeto é construir informações a partir de cada comunidade envolvida.,NA,NA,2,NA
NA,6,Finalizar a construção do prédio de atendimento às famílias de baixa renda e ribeirinhos do Estado do Amazonas.,Medio ambiente,"Prestar assistência humanitária às famílias de baixa renda e ribeirinhos nas áreas da saúde, educação, cultura, agricultura, meio ambiente, assistência social entre outras áreas de atuação.",Ao finalizar o prédio desejamos prestar atendimento ao público alvo para um atendimento digno e humanitário às famílias que o governo público não consegue alcançar.,"Atualmente o espaço para atendimento é alugado, os único recursos estão sendo obtidos por eventos como bingos e rifas, mas não suprem os gastos necessários para finalização da contribuição do prédio, com a ajuda de um recurso como o oferecido poderíamos finalizar o prédio e assim prestar assistência ao público mais rapidamente.",NA,NA,2,NA
NA,7,Levar a oportunidade pra reinício de vida as comunidades de vulnerabilidade pós pandemia.,Salud,Qualificação com orientação fora recomeçar com as novos hábitos e condições pós pandemia.,Insentivo e segurança as pessoas pra novos comércios alternativos de sustentabilidade.,Porque existe família onde seus chefes e responsáveis financeiro ficaram sem poder trabalha por conta da pandemia e precisão de orientação e novas formas de integração ao mercado de trabalho,NA,"Apoyo a comunidades vulnerables. Poco claro en los objetivos. Es post pandemia, no es una ventana por ser un plazo indeterminado de tiempo para su ejecución",2,NA
NA,8,"Indicar as mudanças sociais que o projeto pretende produzir em relação a grupos sociais beneficiários. Com esse projeto queremos:  Trabalhar a formação das mulheres negras e populares na sua identificação cultural e social e na afirmação dos seus direitos enquanto cidadãs;  Valorizar e fortalecer o processo de organização das mulheres nos grupos e mobilização de recursos;  Fortalecer a capacidade de comunicação por meio digital da organização com análise de gênero de políticas públicas em combate ao COVID-19;  Articular a participação das mulheres negras e dos seus grupos no Movimento de Mulheres Negras;  Fortalecer e incentivar a participação cidadã, no trabalho e no combate a toda a forma de violência contra a mulher;  Resgatar a sua autoestima, promovendo empoderamento e igualdade de gênero nos grupos.",Equidad de género,Empoderamento de mulheres negras e popular.,"mulheres empoderadas no mercado de trabalho, e em seus direito como cidadans.","É relevante por que irá proporciona formação e capacitação que poça gerar empregabilidade as mulheres negras, garantindo seus espaços de direito.",NA,NA,2,NA
NA,9,"Construir um estúdio móvel, com uma rádio web, usando uma kombi e um conteiner, montar uma equipe de cinco pessoas, equipe técnica com (psicologo, direito, finanças ,secretária e operacional/condutor). Percorrer por vinte comunidades tradicionais, duas(02)marisqueiras, duas(02) indígenas, duas(02) LGBT e 12 quilombolas. Levando orientações e informações sobre direitos constitucionais, igualdade, cidadania e justiça social, provocando o senso crítico e a formação de opnião, fomentando novas lideranças para lutar por suas comunidades, tudo será registrado e ao final, produziremos um curta metragem/documentário para que possa servir de incentivo e motivação para outras lutas. O nome do nosso projeto será ""Na Estrada Por Direitos"".",Derechos pueblos indígenas,"""quando uma mulher negra se movimenta, toda a estrutura da sociedade se movimenta com ela"". Movimentar a estrutura da sociedade racista e facista, lutando contra a violação de direitos em todos os setores.","Ao final do processo, desejamos que as comunidades estejam consciente dos seus direitos, fortalecidas para participar do controle do social em suas cidades/comunidades, empoderar a juventude para protagonizar sua própria história.","Neste momento de Pandemia, a crise se instalou de forma devastadora nas comunidades periféricas, para irmos até estás comunidades precisamos de apoio finaceiro, para construir a estrutura, material metodológico e aporte aos técnicos.",NA,Equipo itinerante de apoyo y promoción de DDHH para comunidad afroamericana. Buscan comprar um Kombi e um conteiner. No es una ventana de oportunidad.,2,NA
NA,10,"Proporcionar autonomia e conscientização dos valores, do auto estima das mulheres indígenas que sofrem violência doméstica e sexual, na Região do Alto Rio Negro- Amazonas.",Equidad de género,- Promoção da auto estima das mulheres indígenas do Alto Rio Negro.,"Mulheres autônomas, que saibam buscar meios para sua autosustentabilidade.",Durante a pandemia ficou visível a necessidade de buscar meios para ajudar as mulheres indígenas a serem protagonistas de sua própria história de vida.,NA,NA,2,NA
NA,11,Ajudar as famílias em vulnerabilidade social com insentivo a empreendedorismo na pandemia e pós pandemia na reiventaçao e aperfeiçoamento financeiro.,Salud,Da oportunidade as pessoas de reiventa.,Oportunidade de negócios,Pois as pessoas precisão de uma oportunidade de se reiventar com orientação financeira.,NA,NA,2,NA
NA,12,"Defender a suspensão do cumprimento de medidas judiciais, extrajudiciais ou administrativas que resultem em despejos, desocupações, reintegração de posse ou remoções durante o estado de calamidade pública decretado por causa da Covid-19.

Exigimos do Estado brasileiro (poderes Judiciário, Legislativo e Executivo), DESPEJO ZERO. Durante a pandemia, nem pensar. Cessem os despejos! Parem de despejar! Isso é o justo, humano, ético, moral e parte do necessário para salvar vidas.",Justicia,Despejo Zero.,"Defender que o Congresso Nacional aprove proposições que assegurem, durante a vigência do decreto de calamidade pública, que as pessoas não sejam despejadas, dos imóveis privados ou públicos, urbanos ou rurais, que sirvam para moradia, ou seja, tornados produtivos pelo trabalho individual ou familiar.
 

 Na Câmara dos Deputados, Projeto de Lei nº 1975/2020, apensado ao PL nº 827/2020, que suspende por 90 dias a execução das ordens de despejo em territórios urbanos e rurais. Sendo necessário discutir a suspensão das reintegrações de posse que está incluída em outros Projetos de Lei apensados a este","É inaceitável que em plena pandemia continue acontecendo remoções, despejos e reintegrações de posse por todo o país, afetando o povo mais pobre, especialmente os moradores de cortiços, favelas, bairros precários, periferias e assentamentos informais, colocando nas ruas milhares de famílias, quando a recomendação é ficar em casa. Como ficar em casa se não se tem casa? Como ficar em casa se o próprio Estado, que deveria garantir direitos, age em prol dos despejos? Qual a resposta do Governo Federal à questão da habitação, visto que o Programa Minha Casa Minha Faixa 1, voltado à baixa renda, está sendo desmantelado desde antes dessa grave crise.",NA,Impedir mediante una ley los desalojos durante el periodo de COVID. Es un proyecto interesante pero muy amplio y complejo. Falta focalización en el plan y objetivos más acotados.,2,NA
NA,13,Potencializar o protagonismos das mulheres quilombolas frente ao enfrentamento do racismo e acesso as politicas públicas e acesso as midias sociais no quilombo,Equidad de género,Identidade,Mulheres quilombolas emponderadas e valorizadas e acessando as midias sociais tecnológicas e seus direitos sendo respeitados.,"Diante do caos em que o mundo está enfrentando pela pandemia, em que tivemos de mudar toda nossa rotina e principalmente se adaptar aos novos moldes das midias sociais, ressalto ser fundamental, pois visa fortalecer a rede de mulheres quilombolas diante do racismo estrutural e institucional e por outro lado a deficiencia que as comunidades tem em relação a internet, porque sofremos diariamente com o problema de comunicação pelo fato de não ter internet, ou seja, uma rede que realmen te favoreça e contemple as n ossas ações e por outro lado estamos enfrentando problemas com politicas públicas que não chegam dentro das comunidades quilombolas as que estão especifico no meio rural e dessa maneira enfrentamos a omissão do estado e da sociedade em violar os nossos direitos. E ainda temos de lidar com as queimadas incessantes, prejudicando a saúde das mulheres. Por este motivo é fundamental o apoio a proposta, para que as mulheres quilombolas possam garantir que seus direitos não sejam violados.",NA,"Potenciar protagonismo de mujeres afroamericanas en diversos temas. Muy amplio los objetivos, no califica como ventana de oportunidad.",2,NA
NA,14,"Por meio da campanha “Eu faço política” temos como objetivo formar e engajar uma rede de influenciadores digitais para que sejam agentes ativos da promoção da democracia e de debates despolarizados no âmbito das eleições de 2020. Queremos aproveitar o momento de Eleições 2020 para aumentar nossos pontos de contato com o público jovem e levar um debate fundamentado e contextualizado sobre a participação cidadã, que vai além do voto e mostra que todos, todo o tempo, estão “fazendo” política. Para isso, nossa estratégia tem duas frentes de ação: i) influenciar os influenciadores via formações virtuais e; ii) disponibilizar apoio técnico para os influenciadores. Com essas frente de trabalho, esperamos alcançar setores e grupos nas mídias digitais, colaborando para o compartilhamento de ideias alinhadas com a democracia para informar sobre o tema das eleições em larga escala.",Elecciones,"Formaremos influenciadores digitais para que estejam preparados e conscientes da sua capacidade de promover a democracia e o debate político saudável e plural em sua redes, levando um debate informado sobre as eleições para jovens de todo o Brasil.","Queremos capacitar e empoderar jovens a combaterem a desinformação e o discurso de ódio nas redes sociais a partir da influência positiva. Por meio do alcance de influenciadores digitais, milhares de jovens estarão mais próximos da política, reconhecendo-se como parte dela, compartilhando atitudes e engajando comunidades para se informar e participar. Eles entenderão o básico sobre política e as eleições e serão capazes de compartilhar um conhecimento informado e contextualizado sobre a democracia. Esperamos que a multiplicação da consciência política dos jovens combatam a produção e a distribuição de discurso de ódio e conteúdo falso, fortalecendo a democracia brasileira.","Segundo dados de 2019, o Brasil é o segundo país no ranking global de tempo diário em redes sociais, com uma média diária de 225 minutos. Dados recentes também mostram que 70% da população brasileira (126,9 milhões de pessoas) utiliza regularmente a internet. Ambos demonstram o amplo acesso à internet e uso intenso de redes sociais no Brasil, o que traz novos desafios para a qualidade e fortalecimento do sistema democrático. O cenário inflamado de desinformação e polarização, resultou em divergências em grupos de WhatsApp, exclusão de amigos no Facebook e uma fratura política na sociedade. Segundo o Instituto Ipsos (2018), 32% dos brasileiros acreditam que não vale a pena tentar conversar com pessoas que tenham visões políticas diferentes das suas. Nessa pesquisa, o Brasil também aparece como o país que mais acredita em fake news e com uma polarização política que supera a média internacional. Nesse cenário, os influenciadores digitais são uma alavanca para promover a comunicação política informada e despolarizada, especialmente para a geração mais jovem. Esse potencial já está sendo utilizado por alguns influencers, como Anitta e Felipe Neto. A relevância desta campanha surge nesse contexto, em que o poder persuasivo e de alcance dos influenciadores é uma oportunidade para mudar o cenário político nessas (2020) e nas próximas eleições (2022). Nesse cenário, o Politize! e o Redes Cordiais desafiam o contexto atual, buscando influenciar os influenciadores digitais no cenário político eleitoral brasileiro.",NA,"Influenciadores digitales para la elección 2020. El primer objetivo del plan es incierto, cómo se identifica en los riesgos. La adicencia y meta es poco clara.",2,NA
NA,15,"Desenvolver ações para Adolescentes, Jovens e seus familiares como forma de combater as drogas lícitas e ilícitas promovendo a autonomia, e estimulando a capacidade de pensar alternativas para a solução do problema da drogadicção.",Salud,"Através da oficina de Robótica criar um ambiente interativo e que desenvolva a criatividades de adolescentes do bairro, diminuindo o tempo ocioso e em exposição a questões de drogadicção.","Encaminhar os adolescentes a um futuro digno, com trabalho honesto, boas práticas, lazer saudável e com valores claros em relação conceito morais e éticos.","É lamentável ouvir nos telejornais seja na Web, impressos ou na TV aberta os destaques de apreensões de adolescentes que foram pegos com drogas, usando drogas aos arredores das escolas e praças pela cidade.
 Somos cientes do empenho das autoridades competentes que fiscalizam as fronteiras, pois moramos perto da Argentina e Paraguai, principalmente através do Programa de Proteção Integrada de Fronteiras (PPIF), instituído pelo Decreto nº 8.903/2016, que têm como diretrizes a atuação integrada e coordenada dos órgãos de segurança e de fiscalização atuantes nas fronteiras, e como foco, o fortalecimento da prevenção, do controle, da fiscalização e da repressão aos delitos transfronteiriços. No entanto, queremos criar ferramentas possibilitando aos adolescentes atividades lúdicas recreativas como forma antelativas ao tráfico de drogas e suas mazelas.",NA,NA,2,NA
